Unnamed: 0,stimulus,Green,Cucumber,Herbal,Mint,Woody,Pine,Floral,Powdery,Fruity,Citrus,Tropical,Berry,Peach,Sweet,Caramellic,Vanilla,BrownSpice,Smoky,Burnt,Roasted,Grainy,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sour,Fermented,Sulfurous,Garlic.Onion,Earthy,Mushroom,Musty,Ammonia,Fishy,Fecal,Rotten.Decay,Rubber,Phenolic,Animal,Medicinal,Cooling,Sharp,Chlorine,Alcoholic,Plastic,Ozone,Metallic
0,AA322,0.3905909558137257,0.0486734757820765,0.2344979594151179,0.2768905013799667,0.4517335792382558,0.0611862012495597,0.4643545647462209,0.4386920829614003,0.2938526148597399,0.0143029702206452,0.1450904210408528,0.0,0.4701188504695892,1.5006901025772097,0.4197293122609456,0.5404056310653687,0.0211348086595535,0.028042659163475,0.0467484047015508,0.3039128681023915,0.3813239236672719,0.3481331715981166,0.4018906354904175,1.0157404144605,0.851769745349884,1.653284986813863,1.8051056464513144,1.2065983613332112,1.890837788581848,0.9367322325706482,0.3841730058193207,0.6596104303995768,0.2697678009668986,0.2442457353075345,0.370121031999588,0.4752082129319508,0.0387500425179799,0.3668482402960459,0.4693106214205424,2.13410206635793,0.0098931075384219,0.0457195813457171,0.1379818096756935,0.0,0.084021933376789,0.0163535357763369,0.0,0.1014183138807614,0.0607878764470418,0.0368910450488328,0.0965222915013631
1,AA374,0.5436932941277822,0.2852203684548537,0.2329252908627192,0.2776101181904475,0.2273605143030484,0.0507524907588958,0.4969190955162048,0.2312329014142354,1.146499514579773,0.117680078993241,0.4089937706788381,0.4165477951367696,0.2068573236465454,0.9477806091308594,0.2151215771834055,0.1764784554640452,0.0052339279403289,0.0024145618081092,0.0906167129675547,0.2080319871505101,0.0303754725803931,0.3908082445462544,0.1010340551535288,0.4770671725273132,0.0762696911891301,0.3266785045464833,0.5122974316279093,0.0642271017034848,0.7491249839464823,0.566955178976059,0.5464749038219452,0.6322895685831705,0.4526820878187815,0.3105980257193247,0.3918804824352264,0.7529428601264954,0.3153378466765086,0.624948779741923,0.2225816696882248,1.0589089393615725,0.0996636723478635,0.1365779265761375,0.2144831220308939,0.2696699698766072,0.3510861098766327,0.3692638327678044,0.1088099827369054,0.233368303005894,0.285181924700737,0.1636126016577085,0.2027882188558578
2,AA444,0.1648893405993779,0.1070362975200017,0.0866524452964464,0.4628975888093312,0.1968214660882949,0.0641133238871892,0.040628582239151,0.1231490299105644,0.0695887083808581,0.1327381307880083,0.0,0.0,0.0065999304254849,1.0815691947937012,0.4337269167105357,0.3521092087030411,0.3293985525767008,0.5128270586331686,0.3045421714584033,3.0355217456817627,3.6128882567087808,0.5353359381357828,2.1441200176874795,0.6881125370661417,0.1795515343546867,0.0472628970940907,0.4193084041277568,0.8162387410799662,0.3086639046669006,0.1557598263025283,0.058646281560262,0.2515340931713581,0.2915440499782562,0.1198049758871396,0.1290630681129793,0.2681035995483398,0.0319877713918685,0.2201479772726694,0.0129322720070679,0.167120856543382,0.0017060792694489,0.0825841253002484,0.0539690864582856,0.0943106313546498,0.1582889432708422,0.0144060129920641,0.0360129574934641,0.6147978107134501,0.0182586684823036,0.0748632103204727,0.038813833768169
3,AA524,0.4906807442506154,0.0234033813079198,0.8278043071428934,0.1713642304142316,0.7489301959673563,0.268811543782552,0.3200515210628509,0.4937614401181538,0.4093001981576283,0.0555943474173545,0.1304994175831476,0.015127087632815,0.1169008935491244,1.1702884038289387,0.3655589123566945,0.5270498394966125,0.9758803645769756,0.8820343812306722,0.5142371853192648,0.4815768798192342,0.3429435541232427,0.4257755875587463,0.2347549498081207,0.2841000656286875,0.1328044136365254,0.2972135941187541,0.0698215266068776,0.0993668908874193,0.0591757297515869,0.1072301169236501,0.0961738800009091,0.0941322048505147,0.0124079746504624,0.32420680920283,0.1008657962083816,0.6307457784811655,0.0078613596657911,0.0267919910450776,0.0210919082164764,0.1416849667827288,0.3587292432785034,0.2677689592043559,0.1088123222192128,0.3094814121723175,0.0860478331645329,0.0938328703244527,0.1324177384376526,0.0181713352600733,0.3313382863998413,0.3017425338427226,0.0572352235515912
4,AA616,0.1260937551657358,0.0055297327538331,0.0227528239289919,0.2060609832406044,0.3353084027767181,0.0825735380252202,0.4709369788567225,0.5506657958030701,0.3277708788712819,0.0894225252171357,0.0747065916657447,0.0345259209473927,0.4706948200861613,1.994086941083272,0.8680248459180196,0.6395484805107117,0.2471877932548523,0.2941281745831172,0.2250203266739845,1.7185057799021404,2.260988632837931,0.3277856210867564,1.7054708003997805,0.8846628069877625,0.9687219460805258,1.813099463780721,0.5644120971361796,1.5524653991063435,0.6646323601404825,0.0633323689301808,0.0,0.0199085548520088,0.0423359523216883,0.2112089643875757,0.1550748944282531,0.173268179098765,0.0,0.1209129666288693,0.0,0.0683112492163976,0.0866265247265497,0.1378087699413299,0.1001027077436447,0.0,0.0192267422874768,0.0,0.0187031825383504,0.2033315698305765,0.1502846777439117,0.0,0.0
5,AA700,1.4677101771036785,4.645302295684815,0.5832257668177286,0.5700671275456747,0.5284954607486725,0.1853634988268216,0.6586911082267761,0.4518211881319682,1.2402592500050862,0.2972189684708913,0.5686038732528687,0.3771128058433532,0.2214656149347623,1.618390401204427,0.0888232837120692,0.1470602403084437,0.0178799827893575,0.0,0.0,0.025975023706754,0.0,0.0,0.0496513048807779,0.0,0.0054264689485232,0.2017134974400202,0.0591221998135248,0.0273325269420941,0.0729369583229224,0.1124330088496208,0.0184524891277154,0.0,0.0,0.0773406227429707,0.010787071660161,0.090474858880043,0.0924793022374312,0.0832635760307312,0.0544421300292015,0.0351892163356145,0.0517072062939405,0.1200287441412607,0.0059173038850227,0.1483497470617294,0.4966393907864888,0.1497875849405924,0.1779356300830841,0.3704142073790232,0.1977558732032776,0.3273926476637522,0.0315823629498481
5,AA988,0.5336533486843109,0.0,0.4866800308227539,0.1304380446672439,0.3900760809580485,0.1902629832426706,0.7137088378270467,0.5348553955554962,1.0669050614039104,0.2092555090785026,0.3787283251682917,0.2067519376675287,0.7252258062362671,2.141673485438029,0.6455954114596049,0.5851664145787557,0.0740576858321825,0.0869433935731649,0.1331265990932782,0.4036334852377574,0.5204048653443655,0.1682931135098139,0.5384230415026346,0.9197453459103904,1.1455645561218262,2.328965504964193,0.6904021501541138,1.2077746788660686,0.6356524626413981,0.1908084750175476,0.2117824579278628,0.1198322127262751,0.1481963321566581,0.2043411321938038,0.2382232795159022,0.2401355455319086,0.0187681826452414,0.1354423016309738,0.0030317256848017,0.2342524453997612,0.1029401769240697,0.1670243044694264,0.0624186731874942,0.3251844346523285,0.2354356348514557,0.0950158300499121,0.2065653502941131,0.4170913596947987,0.2604291240374247,0.1574979424476623,0.1014825055996577
5,AB026,0.1603054751952489,0.1969028214613596,0.9465635816256204,1.2928477724393208,0.3027146843572457,0.4206466575463612,0.0672570765018463,0.0769416118661562,0.1633812089761098,0.290898581345876,0.1456453104813893,0.2838609417279561,0.1192233885327975,0.9365266958872476,0.0760850968460242,0.3419800500075022,0.0,0.077800507346789,0.0729792763789494,0.0235203877091407,0.0,0.18405482172966,0.1693487068017324,0.5835251907507578,0.1416006386280059,0.0803800026575724,1.5398786664009094,0.5423124035199484,1.6952366431554158,0.8992348114649454,0.6341708600521088,0.9607672293980916,0.9847700794537864,0.147087683280309,0.1529050221045812,0.8408220609029134,0.4060030778249104,0.3792145997285843,0.8034542898337046,2.8337244987487797,0.0,0.0883170738816261,0.1296577552954355,4.492592891057332,3.601810534795125,0.967211107412974,0.0791004399458567,1.1927109758059184,0.2044238038361072,0.2505360742410024,0.1579501330852508
5,AB379,1.2996633847554524,0.3327352851629257,2.057003458340963,0.6673557162284851,1.2181704839070635,1.1678243080774944,1.4626537561416626,0.4235293865203857,0.5487652520338694,1.1911974747975669,0.2573797032237053,0.2686608930428822,0.2140601674715677,0.5459621647993723,0.0264574127892653,0.13893690208594,0.6136449774106344,0.184785395860672,0.1798025518655777,0.0,0.0400101020932197,0.0112111456692218,0.0,0.0,0.0196990097562472,0.240016832947731,0.0450266475478808,0.0389808025211095,0.0306199219388266,0.0806089987357457,0.1157715693116188,0.0,0.0366958702603975,0.3085736731688182,0.0969539446135362,0.7728115121523539,0.3787158230940501,0.0,0.077448779096206,0.0158723505834738,0.4789239317178726,0.3907859623432159,0.0,0.9402838349342346,0.8219409584999084,0.4904836515585581,0.3712700704733531,0.256410372753938,0.3710372348626454,0.4010575339198112,0.1443781008323033
5,AB391,0.5318932930628458,0.0748947163422902,0.989060123761495,0.644102523724238,0.8816263477007548,0.4744832317034403,0.7875700195630392,0.5465131998062134,0.7619710564613342,0.2766473094622294,0.3496741155783335,0.3405457536379496,0.0847779288887977,1.0340385635693867,0.1382759312788645,0.3018115063508351,0.2096273054679235,0.1751744002103805,0.0,0.0,0.0,0.0164315911630789,0.0,0.0388528828819592,0.0038552731275558,0.2203942909836769,0.0,0.0,0.0841814080874125,0.2899057567119598,0.134770522514979,0.0060822789867719,0.0125986946125825,0.3424108922481537,0.0,1.1093194087346394,0.3750395079453786,0.0965384989976883,0.108754222591718,0.0694224288066228,0.7605721354484558,0.7333665291468302,0.1012062809119622,0.6733560562133789,0.5545792480309805,0.5115350981553396,0.3098277201255162,0.7467800776163737,0.6743926405906677,0.3454536000887553,0.2625793466965357
5,AB451,0.0,0.0260263681411743,0.229261743525664,0.4710208425919215,0.0908727248509724,0.1438180555899938,0.0481044265131155,0.1844960823655128,0.4080782731374104,0.2678582519292831,0.2866961260636647,0.3757792313893636,0.0432472725709279,0.7624530891577402,0.2354049781958262,0.2279936869939168,0.3017015904188156,0.7401383320490519,0.7964927156766256,0.6929841041564941,0.2562905649344126,0.629245658715566,0.0,0.3693952287236849,0.1176110605398813,0.0160936700801054,0.1572897831598917,0.2599522272745768,0.6253284215927124,0.3502807815869649,0.7737696766853333,0.9503785769144694,2.168947815895081,0.2779443363348643,0.3753429849942525,0.5007590254147848,0.7208503782749176,0.6198596954345703,0.138697882493337,1.0806507468223572,0.330104020734628,0.2563690642515818,0.3883887926737467,3.1308321158091226,2.221755663553873,1.019554356733958,0.4076477885246277,1.496175467967987,0.1048914405206839,0.3324623083074887,0.095759131014347
5,AB518,0.4434738184014956,0.1185981333255767,0.8147964080174764,0.8286139766375223,0.037165530025959,0.4202403426170349,0.2269736230373382,0.1403603168825308,0.1817567547162374,0.169510006904602,0.5293477922677994,0.1412198146184285,0.0626465231180191,0.0,0.0427487095197041,0.0,0.0613905092080434,0.4877672890822093,0.2416657221813996,1.0539530714352925,0.0638707876205444,0.9705423911412556,0.1694303750991821,0.2946937854091326,0.0478304276863733,0.0,0.0756031970183054,0.1832608555754026,0.246225948135058,0.270454262693723,0.695716917514801,1.0322873791058855,4.64298939704895,0.366820087035497,0.1814941565195719,0.2655374780297279,0.6571736335754395,0.2722369780143102,0.0,0.4550688862800598,0.1526286229491233,0.2456609805425008,0.1606342121958732,2.8234028816223145,1.980132182439168,0.9353707035382588,0.4059782127539317,0.3158440589904785,0.0550093203783035,0.244986613591512,0.0411293779810269
5,AB591,1.5318344434102376,4.754916985829671,1.2087100346883135,1.1371798714001973,0.5336551368236542,0.1974523415168126,0.2232750579714775,0.4256966908772786,0.6186668574810028,0.4211423297723134,0.311166912317276,0.3942692627509435,0.2539501885573069,1.1277784804503124,0.0,0.0,0.0940325756867726,0.2243342995643615,0.0,0.140775461991628,0.0,0.0073038091262181,0.0628572205702463,0.1336751896888017,0.0612147053082784,0.1555329859256744,0.0399625822901725,0.00131356716156,0.0099802054464817,0.0245240007837613,0.1169331868489583,0.0926903188228607,0.3312557339668274,0.1607865616679191,0.0568832084536552,0.0,0.1214009411633014,0.1685316264629364,0.0175151800115903,0.2992307146390279,0.0,0.0813875123858451,0.0,3.176560084025065,2.861778497695923,0.4716565012931824,0.4246778885523478,0.3208945666750272,0.1597076058387756,0.4448698858420054,0.0301392525434494
